Yr, Mth, Dy, Hr, Hr(total),NO,NO2,O3,NO3,N2O5,OH,HO2,HNO3,PNA,CO,FORM,ALD2,PAN,CH4,MEO2,MEOH,ISOP,MVK,MACR,APIN,BPIN,LIMN,MYRC,BCAR,IAO2,IBO2,IPOX,PALD,MGLY,SO2,SO3,NH3,HCL,EC25,EC10,OC10,OT25,OT10,NH4,NIT,ASO4,AS10,SS25,SS10,AOA1,AOA2,AOA3,AOA4,AOA5,AOA6,AOA7,AOA8,APA1,APA2,APA3,APA4,APA5,APA6,APA7,APA8,APA9,BOA1,BOA2,BOA3,BOA4,BOA5,BOA6,OOA,SOD,CL,LEVO,MAG,CAL,POT,DU02,DU05,DU10,DU20,DU40,DU60,ws (m/s),wd (deg),T (degC),RH (%),pbl (m),pressure (hPa),prcp (mm/hr)
2013,01,07,20, 165,0.5207    , 2.008    , 21.34    ,0.6861E-04,0.3521E-04,0.7748E-04,0.1135E-01,0.7955E-01,0.2903E-02, 49.13    , 2.669    ,0.5429    ,0.7610E-01, 1697.    ,0.1295E-02, 2.649    , 4.054    ,0.3185    ,0.4794    ,0.1528    ,0.9287E-01,0.4255E-01,0.3666E-01,0.7596E-02,0.4569E-02,0.2963E-02,0.4165E-01,0.2229E-01,0.1067    ,0.8420    ,0.2644E-04,0.1049    ,0.4179    ,0.3655E-01,0.2302E-02,0.2461E-01,0.1528    ,0.1050    ,0.7215E-01,0.8467E-03,0.8343    ,0.1686E-02,0.7766    ,0.9365E-01,0.1846    ,0.7630    ,0.6725    ,0.7499E-01,0.3927E-02,0.3572E-03,0.1001E-03,0.1001E-03,0.7223E-01,0.8783E-02,0.2846E-02,0.6968E-03,0.1458E-03,0.1002E-03,0.1001E-03,0.1001E-03,0.1001E-03,0.1181E-01,0.2389E-02,0.1635    ,0.1016    ,0.2393E-01,0.3656E-02,0.4838    ,0.3019    ,0.1227E-03,0.1139E-03,0.1666E-02,0.1287E-02,0.1270E-02,0.2880E-01,0.5401E-02,0.1024E-03,0.1054E-03,0.1271E-03,0.1757E-03, 6.010    , 293.5    , 31.64    , 18.23    , 519.3    , 977.4    , 0.000    
2013,01,07,21, 166,0.3332    , 1.004    , 26.14    ,0.4899E-04,0.7472E-05,0.7863E-04,0.2110E-01,0.1221    ,0.1765E-02, 48.05    , 2.375    ,0.5148    ,0.5017E-01, 1698.    ,0.2635E-02, 2.511    , 6.284    ,0.2892    ,0.3993    ,0.1636    ,0.8345E-01,0.4332E-01,0.3967E-01,0.1201E-01,0.9807E-02,0.6207E-02,0.3912E-01,0.2446E-01,0.8754E-01,0.3176    ,0.2680E-04,0.6859E-01,0.3639    ,0.1709E-01,0.5909E-03,0.8633E-02,0.1303    ,0.6334E-01,0.6185E-01,0.6850E-03,0.7107    ,0.8854E-03,0.6539    ,0.6057E-01,0.3148    , 1.407    , 1.477    ,0.1964    ,0.1043E-01,0.9387E-03,0.1000E-03,0.1000E-03,0.4625E-01,0.1174E-01,0.2684E-02,0.4294E-03,0.1045E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1652E-01,0.4000E-02,0.1451    ,0.1228    ,0.3215E-01,0.4867E-02,0.5164    ,0.2536    ,0.1001E-03,0.1173E-03,0.2115E-02,0.1933E-02,0.1908E-02,0.4790E-01,0.8106E-02,0.1115E-03,0.1059E-03,0.1249E-03,0.1502E-03, 7.628    , 290.1    , 35.56    , 13.11    , 1075.    , 976.8    , 0.000    
2013,01,07,22, 167,0.2739    ,0.7243    , 29.64    ,0.4190E-04,0.3510E-05,0.7948E-04,0.2618E-01,0.1667    ,0.1205E-02, 48.96    , 1.977    ,0.4634    ,0.3646E-01, 1698.    ,0.3475E-02, 2.266    , 6.968    ,0.2210    ,0.2974    ,0.1605    ,0.7556E-01,0.4312E-01,0.4091E-01,0.1513E-01,0.1290E-01,0.7995E-02,0.3355E-01,0.2836E-01,0.6439E-01,0.9555E-01,0.2700E-04,0.5081E-01,0.3238    ,0.1310E-01,0.3996E-03,0.6450E-02,0.1304    ,0.5964E-01,0.7223E-01,0.3101E-03,0.6688    ,0.7581E-03,0.5657    ,0.5937E-01,0.4631    , 2.175    , 2.423    ,0.3432    ,0.1978E-01,0.1843E-02,0.1000E-03,0.1000E-03,0.4850E-01,0.1633E-01,0.3353E-02,0.4074E-03,0.1005E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2215E-01,0.5777E-02,0.1401    ,0.1451    ,0.4229E-01,0.6396E-02,0.5457    ,0.2181    ,0.1001E-03,0.1220E-03,0.2750E-02,0.2596E-02,0.2563E-02,0.6574E-01,0.1377E-01,0.1913E-02,0.2913E-02,0.5784E-02,0.4319E-02, 8.559    , 290.5    , 37.68    , 11.52    , 2450.    , 976.2    , 0.000    
2013,01,07,23, 168,0.2602    ,0.6629    , 31.38    ,0.3991E-04,0.2638E-05,0.8546E-04,0.3056E-01,0.1699    ,0.1104E-02, 49.53    , 2.023    ,0.4899    ,0.3512E-01, 1701.    ,0.4334E-02, 2.394    , 7.453    ,0.2324    ,0.3022    ,0.1681    ,0.7754E-01,0.4554E-01,0.4335E-01,0.1747E-01,0.1521E-01,0.9327E-02,0.3537E-01,0.3509E-01,0.6353E-01,0.5671E-01,0.2712E-04,0.4596E-01,0.3072    ,0.1269E-01,0.3895E-03,0.6414E-02,0.1310    ,0.5567E-01,0.7829E-01,0.2388E-03,0.6442    ,0.7255E-03,0.5178    ,0.5674E-01,0.4861    , 2.326    , 2.398    ,0.3031    ,0.1967E-01,0.1904E-02,0.1000E-03,0.1000E-03,0.4946E-01,0.1678E-01,0.3062E-02,0.3216E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2300E-01,0.5831E-02,0.1531    ,0.1568    ,0.4652E-01,0.7078E-02,0.5462    ,0.1991    ,0.1001E-03,0.1235E-03,0.2594E-02,0.2523E-02,0.2493E-02,0.6524E-01,0.1703E-01,0.3692E-02,0.5765E-02,0.1181E-01,0.9395E-02, 8.788    , 291.1    , 38.87    , 10.87    , 3732.    , 975.5    , 0.000    
2013,01,08,00, 169,0.2455    ,0.6294    , 32.78    ,0.3675E-04,0.2056E-05,0.7581E-04,0.3553E-01,0.1624    ,0.1085E-02, 50.59    , 2.224    ,0.5865    ,0.3432E-01, 1707.    ,0.5105E-02, 2.955    , 9.893    ,0.2486    ,0.3396    ,0.2025    ,0.9143E-01,0.5381E-01,0.5180E-01,0.2197E-01,0.1838E-01,0.1116E-01,0.4010E-01,0.4543E-01,0.6739E-01,0.4627E-01,0.2724E-04,0.4194E-01,0.3036    ,0.1205E-01,0.3600E-03,0.5884E-02,0.1297    ,0.5120E-01,0.7921E-01,0.2222E-03,0.6234    ,0.7066E-03,0.4906    ,0.5293E-01,0.4995    , 2.418    , 2.325    ,0.2654    ,0.1877E-01,0.1825E-02,0.1000E-03,0.1000E-03,0.4858E-01,0.1615E-01,0.2634E-02,0.2479E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2242E-01,0.5585E-02,0.1814    ,0.1794    ,0.5393E-01,0.8163E-02,0.5364    ,0.1884    ,0.1000E-03,0.1236E-03,0.2476E-02,0.2420E-02,0.2391E-02,0.6207E-01,0.1872E-01,0.5216E-02,0.8309E-02,0.1792E-01,0.1547E-01, 9.053    , 291.5    , 39.84    , 10.26    , 4588.    , 974.3    , 0.000    
2013,01,08,01, 170,0.2309    ,0.6030    , 34.00    ,0.3609E-04,0.1775E-05,0.7237E-04,0.3820E-01,0.1580    ,0.1018E-02, 51.49    , 2.369    ,0.6321    ,0.3194E-01, 1715.    ,0.5625E-02, 3.302    , 10.77    ,0.2511    ,0.3710    ,0.2186    ,0.9927E-01,0.5743E-01,0.5515E-01,0.2331E-01,0.1994E-01,0.1199E-01,0.4377E-01,0.5576E-01,0.6971E-01,0.3962E-01,0.2734E-04,0.4141E-01,0.3020    ,0.1125E-01,0.3340E-03,0.5426E-02,0.1279    ,0.4747E-01,0.8021E-01,0.1814E-03,0.6069    ,0.6794E-03,0.4684    ,0.4969E-01,0.5285    , 2.559    , 2.343    ,0.2524    ,0.1906E-01,0.1858E-02,0.1000E-03,0.1000E-03,0.4742E-01,0.1552E-01,0.2269E-02,0.1842E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2220E-01,0.5488E-02,0.2070    ,0.1992    ,0.6123E-01,0.9202E-02,0.5249    ,0.1796    ,0.1001E-03,0.1233E-03,0.2386E-02,0.2273E-02,0.2245E-02,0.5748E-01,0.1502E-01,0.1915E-02,0.2419E-02,0.5760E-02,0.5752E-02, 9.220    , 291.2    , 40.59    , 9.645    , 4995.    , 973.0    , 0.000    
2013,01,08,02, 171,0.2239    ,0.5951    , 34.90    ,0.3659E-04,0.1684E-05,0.7039E-04,0.3898E-01,0.1567    ,0.9663E-03, 52.10    , 2.411    ,0.6436    ,0.2847E-01, 1723.    ,0.5682E-02, 3.454    , 11.12    ,0.2458    ,0.3767    ,0.2266    ,0.1038    ,0.5954E-01,0.5688E-01,0.2385E-01,0.2048E-01,0.1222E-01,0.4485E-01,0.6039E-01,0.6871E-01,0.3436E-01,0.2742E-04,0.4018E-01,0.2966    ,0.1094E-01,0.3206E-03,0.5300E-02,0.1272    ,0.4494E-01,0.8067E-01,0.1679E-03,0.5876    ,0.6253E-03,0.4412    ,0.4672E-01,0.5561    , 2.769    , 2.358    ,0.2499    ,0.1990E-01,0.1945E-02,0.1000E-03,0.1000E-03,0.4615E-01,0.1489E-01,0.2002E-02,0.1687E-03,0.1000E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2202E-01,0.5358E-02,0.2197    ,0.2106    ,0.6561E-01,0.9875E-02,0.5156    ,0.1699    ,0.1001E-03,0.1231E-03,0.2358E-02,0.2196E-02,0.2168E-02,0.5508E-01,0.1194E-01,0.8483E-03,0.3967E-03,0.2165E-03,0.1677E-03, 9.325    , 291.0    , 41.05    , 9.218    , 5247.    , 971.7    , 0.000    
2013,01,08,03, 172,0.2212    ,0.5967    , 35.13    ,0.3715E-04,0.1658E-05,0.6683E-04,0.3816E-01,0.1544    ,0.9175E-03, 52.21    , 2.357    ,0.6411    ,0.2454E-01, 1731.    ,0.5373E-02, 3.459    , 11.42    ,0.2389    ,0.3629    ,0.2324    ,0.1071    ,0.6125E-01,0.5834E-01,0.2393E-01,0.2022E-01,0.1201E-01,0.4190E-01,0.6122E-01,0.6439E-01,0.2569E-01,0.2748E-04,0.5152E-01,0.2890    ,0.1098E-01,0.3144E-03,0.5510E-02,0.1273    ,0.4228E-01,0.7432E-01,0.1625E-03,0.5679    ,0.5468E-03,0.4127    ,0.4278E-01,0.6047    , 2.863    , 2.221    ,0.2325    ,0.1950E-01,0.1906E-02,0.1000E-03,0.1000E-03,0.4389E-01,0.1360E-01,0.1666E-02,0.1756E-03,0.1000E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2130E-01,0.4963E-02,0.2178    ,0.2114    ,0.6490E-01,0.9816E-02,0.5135    ,0.1609    ,0.1001E-03,0.1232E-03,0.3502E-02,0.5192E-02,0.5155E-02,0.1720    ,0.1114    ,0.6415E-01,0.5482E-01,0.4420E-02,0.1814E-03, 9.402    , 291.1    , 41.31    , 8.960    , 5278.    , 970.4    , 0.000    
2013,01,08,04, 173,0.2093    ,0.5934    , 35.14    ,0.3779E-04,0.1617E-05,0.5895E-04,0.3620E-01,0.1578    ,0.8538E-03, 51.87    , 2.264    ,0.6293    ,0.2156E-01, 1738.    ,0.5033E-02, 3.414    , 11.77    ,0.2317    ,0.3479    ,0.2370    ,0.1098    ,0.6268E-01,0.5959E-01,0.2339E-01,0.1934E-01,0.1140E-01,0.3511E-01,0.6038E-01,0.5807E-01,0.1722E-01,0.2752E-04,0.9251E-01,0.2822    ,0.1017E-01,0.2873E-03,0.5222E-02,0.1269    ,0.3918E-01,0.4255E-01,0.1962E-03,0.5546    ,0.4724E-03,0.3962    ,0.3919E-01,0.6919    , 2.954    , 1.968    ,0.2109    ,0.1834E-01,0.1799E-02,0.1000E-03,0.1000E-03,0.4129E-01,0.1173E-01,0.1251E-02,0.1647E-03,0.1000E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2007E-01,0.4492E-02,0.2092    ,0.2034    ,0.6187E-01,0.9430E-02,0.5175    ,0.1575    ,0.1001E-03,0.1232E-03,0.1048E-01,0.1937E-01,0.1923E-01,0.6559    ,0.4710    ,0.2772    ,0.3278    ,0.1264    ,0.1509E-02, 9.406    , 291.8    , 41.40    , 8.691    , 5210.    , 969.2    , 0.000    
2013,01,08,05, 174,0.1961    ,0.6275    , 36.05    ,0.4271E-04,0.1950E-05,0.5127E-04,0.3356E-01,0.1797    ,0.8459E-03, 51.86    , 2.201    ,0.6093    ,0.2041E-01, 1745.    ,0.4571E-02, 3.329    , 11.90    ,0.2315    ,0.3354    ,0.2380    ,0.1114    ,0.6331E-01,0.5989E-01,0.2182E-01,0.1806E-01,0.1058E-01,0.2708E-01,0.5725E-01,0.5294E-01,0.1217E-01,0.2755E-04,0.1468    ,0.2772    ,0.9901E-02,0.2755E-03,0.5073E-02,0.1273    ,0.3679E-01,0.4642E-02,0.3936E-03,0.5566    ,0.4140E-03,0.3925    ,0.3653E-01,0.8515    , 3.340    , 2.037    ,0.2383    ,0.2142E-01,0.2106E-02,0.1000E-03,0.1000E-03,0.4174E-01,0.1055E-01,0.1088E-02,0.1816E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2001E-01,0.4388E-02,0.2040    ,0.2084    ,0.6444E-01,0.9848E-02,0.5232    ,0.1577    ,0.1001E-03,0.1231E-03,0.2027E-01,0.4022E-01,0.3992E-01, 1.385    ,0.9954    ,0.5730    ,0.6718    ,0.2961    ,0.8954E-02, 9.184    , 293.2    , 41.28    , 8.457    , 5155.    , 967.9    , 0.000    
2013,01,08,06, 175,0.1690    ,0.6946    , 37.03    ,0.5407E-04,0.2859E-05,0.4298E-04,0.2999E-01,0.2004    ,0.8698E-03, 51.99    , 2.163    ,0.5740    ,0.2050E-01, 1747.    ,0.4007E-02, 3.160    , 11.19    ,0.2297    ,0.3199    ,0.2313    ,0.1112    ,0.6284E-01,0.5856E-01,0.1931E-01,0.1622E-01,0.9372E-02,0.1930E-01,0.5141E-01,0.4947E-01,0.1278E-01,0.2753E-04,0.1612    ,0.2727    ,0.9580E-02,0.2668E-03,0.4932E-02,0.1278    ,0.3488E-01,0.4026E-03,0.4957E-03,0.5586    ,0.3718E-03,0.3840    ,0.3424E-01, 1.003    , 4.054    , 2.510    ,0.3301    ,0.3035E-01,0.2964E-02,0.1000E-03,0.1000E-03,0.4434E-01,0.1073E-01,0.1088E-02,0.2063E-03,0.1000E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2145E-01,0.4769E-02,0.2049    ,0.2268    ,0.7416E-01,0.1145E-01,0.5269    ,0.1567    ,0.1001E-03,0.1231E-03,0.2153E-01,0.4413E-01,0.4381E-01, 1.540    , 1.261    ,0.6555    ,0.7333    ,0.3337    ,0.9251E-02, 8.837    , 295.0    , 40.97    , 8.451    , 5183.    , 967.3    , 0.000    
2013,01,08,07, 176,0.1124    ,0.8209    , 36.97    ,0.8768E-04,0.6041E-05,0.3347E-04,0.2497E-01,0.2015    ,0.9274E-03, 51.76    , 2.102    ,0.5009    ,0.2141E-01, 1744.    ,0.3300E-02, 2.851    , 8.528    ,0.2144    ,0.2736    ,0.2141    ,0.1105    ,0.6233E-01,0.5646E-01,0.1620E-01,0.1352E-01,0.7481E-02,0.1282E-01,0.4276E-01,0.4770E-01,0.1534E-01,0.2748E-04,0.1372    ,0.2690    ,0.9455E-02,0.2605E-03,0.4639E-02,0.1283    ,0.3367E-01,0.1588E-01,0.2685E-03,0.5581    ,0.3450E-03,0.3655    ,0.3262E-01, 1.108    , 4.585    , 2.947    ,0.4138    ,0.3878E-01,0.3806E-02,0.1000E-03,0.1000E-03,0.4696E-01,0.1109E-01,0.1128E-02,0.2344E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2284E-01,0.5204E-02,0.2082    ,0.2401    ,0.8450E-01,0.1336E-01,0.5282    ,0.1499    ,0.1001E-03,0.1233E-03,0.1795E-01,0.3644E-01,0.3617E-01, 1.276    , 1.348    ,0.5533    ,0.5657    ,0.3215    ,0.9804E-02, 8.160    , 297.7    , 40.28    , 8.744    , 5183.    , 966.9    , 0.000    
2013,01,08,08, 177,0.5915E-01, 1.135    , 35.43    ,0.2199E-03,0.2459E-04,0.3475E-04,0.2084E-01,0.1846    ,0.1237E-02, 51.39    , 2.008    ,0.4306    ,0.2734E-01, 1738.    ,0.2739E-02, 2.515    , 3.845    ,0.1752    ,0.1987    ,0.2138    ,0.1267    ,0.7333E-01,0.6457E-01,0.1576E-01,0.1021E-01,0.5142E-02,0.7952E-02,0.3226E-01,0.4501E-01,0.2970E-01,0.2738E-04,0.1062    ,0.2702    ,0.1048E-01,0.4180E-03,0.7029E-02,0.1301    ,0.4626E-01,0.3932E-01,0.2689E-03,0.5596    ,0.4538E-03,0.3523    ,0.4357E-01, 1.164    , 4.879    , 3.078    ,0.4429    ,0.4234E-01,0.4163E-02,0.1000E-03,0.1000E-03,0.4992E-01,0.1126E-01,0.1299E-02,0.3100E-03,0.1004E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2371E-01,0.5354E-02,0.2300    ,0.2623    ,0.1005    ,0.1613E-01,0.5282    ,0.1450    ,0.1053E-03,0.1230E-03,0.1367E-01,0.2714E-01,0.2694E-01,0.9413    , 1.576    ,0.4557    ,0.4245    ,0.2934    ,0.7459E-02, 6.092    , 306.9    , 39.07    , 9.371    , 4404.    , 966.6    , 0.000    
2013,01,08,09, 178,0.3618E-01, 1.365    , 33.70    ,0.4217E-03,0.6355E-04,0.4559E-04,0.1727E-01,0.1840    ,0.1414E-02, 50.90    , 1.768    ,0.3673    ,0.3445E-01, 1733.    ,0.2574E-02, 2.286    ,0.9855    ,0.9919E-01,0.1096    ,0.1943    ,0.1260    ,0.7046E-01,0.6170E-01,0.1465E-01,0.5248E-02,0.2408E-02,0.5439E-02,0.1723E-01,0.3837E-01,0.8393E-01,0.2729E-04,0.8709E-01,0.2697    ,0.1125E-01,0.7071E-03,0.8786E-02,0.1313    ,0.6590E-01,0.5667E-01,0.2385E-02,0.5640    ,0.6333E-03,0.3463    ,0.6061E-01, 1.145    , 4.839    , 2.965    ,0.4220    ,0.4076E-01,0.4021E-02,0.1000E-03,0.1000E-03,0.5554E-01,0.1118E-01,0.1335E-02,0.3229E-03,0.1007E-03,0.1003E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2410E-01,0.5355E-02,0.2400    ,0.2590    ,0.1026    ,0.1671E-01,0.5312    ,0.1455    ,0.5794E-03,0.1226E-03,0.9662E-02,0.1917E-01,0.1904E-01,0.6706    , 1.408    ,0.4161    ,0.5989    ,0.3594    ,0.7237E-02, 5.618    , 316.3    , 37.95    , 10.00    , 1327.    , 966.2    , 0.000    
2013,01,08,10, 179,0.3393E-01, 1.430    , 32.57    ,0.5640E-03,0.9613E-04,0.5204E-04,0.1425E-01,0.1566    ,0.1300E-02, 50.88    , 1.674    ,0.3345    ,0.3805E-01, 1725.    ,0.2432E-02, 2.266    ,0.2890    ,0.4892E-01,0.5550E-01,0.1516    ,0.1057    ,0.5509E-01,0.4913E-01,0.1257E-01,0.1949E-02,0.8695E-03,0.5958E-02,0.7477E-02,0.3887E-01,0.1609    ,0.2725E-04,0.1284    ,0.2761    ,0.1175E-01,0.9548E-03,0.8030E-02,0.1316    ,0.5879E-01,0.2406E-01,0.7739E-01,0.5725    ,0.5421E-03,0.4066    ,0.6859E-01, 1.059    , 4.466    , 2.648    ,0.3580    ,0.3465E-01,0.3407E-02,0.1000E-03,0.1000E-03,0.5844E-01,0.1052E-01,0.1213E-02,0.2915E-03,0.1012E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2386E-01,0.5109E-02,0.2421    ,0.2407    ,0.9405E-01,0.1540E-01,0.5287    ,0.1494    ,0.8914E-02,0.1217E-03,0.2641E-01,0.4985E-01,0.4945E-01, 1.753    , 5.008    , 2.415    , 2.753    , 2.021    ,0.3068E-01, 5.358    , 302.6    , 37.42    , 10.36    , 1011.    , 966.0    , 0.000    
2013,01,08,11, 180,0.3201E-01, 1.549    , 30.30    ,0.6386E-03,0.1659E-03,0.4215E-04,0.1126E-01,0.3536E-01,0.1558E-02, 54.53    , 1.627    ,0.3406    ,0.4034E-01, 1682.    ,0.1813E-02, 2.481    ,0.1217    ,0.3067E-01,0.3864E-01,0.1303    ,0.9505E-01,0.4741E-01,0.4240E-01,0.8929E-02,0.7494E-03,0.3482E-03,0.7226E-02,0.3973E-02,0.4000E-01,0.1722    ,0.2699E-04,0.1102    ,0.2276    ,0.1384E-01,0.1553E-02,0.1423E-01,0.1363    ,0.7481E-01,0.4421E-01,0.7235    ,0.6012    ,0.6043E-03,0.9389    ,0.3602    ,0.9859    , 4.253    , 2.717    ,0.3675    ,0.3428E-01,0.3380E-02,0.1000E-03,0.1000E-03,0.7003E-01,0.1079E-01,0.1520E-02,0.4795E-03,0.1246E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2491E-01,0.5175E-02,0.2669    ,0.2603    ,0.1028    ,0.1693E-01,0.5158    ,0.2989    ,0.3006    ,0.1198E-03,0.9155E-01,0.1581    ,0.1568    , 5.409    , 15.37    , 6.920    , 7.479    , 8.305    ,0.1779    , 2.889    , 256.5    , 34.64    , 13.99    , 571.9    , 966.5    , 0.000    
2013,01,08,12, 181,0.2637E-01, 1.508    , 27.07    ,0.6627E-03,0.3467E-03,0.2347E-04,0.6773E-02,0.4694E-02,0.1957E-02, 60.15    , 1.288    ,0.2762    ,0.3503E-01, 1611.    ,0.1044E-02, 2.102    ,0.8616E-01,0.2392E-01,0.3714E-01,0.8751E-01,0.6863E-01,0.3064E-01,0.2682E-01,0.3774E-02,0.3964E-03,0.1995E-03,0.8878E-02,0.3173E-02,0.3318E-01,0.1599    ,0.2642E-04,0.1005    ,0.1902    ,0.1595E-01,0.1971E-02,0.1923E-01,0.1451    ,0.9072E-01,0.5698E-01,0.9452    ,0.6701    ,0.6245E-03, 2.223    ,0.9659    ,0.8904    , 3.990    , 2.930    ,0.4244    ,0.3771E-01,0.3667E-02,0.1000E-03,0.1000E-03,0.9687E-01,0.1331E-01,0.2183E-02,0.8829E-03,0.2327E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2750E-01,0.5458E-02,0.2482    ,0.2485    ,0.1016    ,0.1697E-01,0.5099    ,0.6941    ,0.9089    ,0.1200E-03,0.1370    ,0.1742    ,0.1725    , 5.543    , 14.73    , 5.800    , 7.429    , 9.421    ,0.2100    , 3.379    , 185.9    , 28.54    , 29.08    , 399.5    , 967.5    , 0.000    
2013,01,08,13, 182,0.2900E-01, 1.455    , 23.78    ,0.5486E-03,0.4878E-03,0.1782E-04,0.4464E-02,0.4295E-04,0.2371E-02, 64.88    ,0.8725    ,0.1886    ,0.2571E-01, 1587.    ,0.7289E-03, 1.366    ,0.6594E-01,0.1744E-01,0.3616E-01,0.6249E-01,0.4808E-01,0.2238E-01,0.1953E-01,0.1976E-02,0.2288E-03,0.1299E-03,0.8720E-02,0.2534E-02,0.2262E-01,0.1313    ,0.2600E-04,0.1725    ,0.4226    ,0.1765E-01,0.2219E-02,0.1996E-01,0.1536    ,0.9768E-01,0.3684E-03,0.8747    ,0.7128    ,0.6386E-03, 3.291    , 1.168    ,0.6879    , 3.169    , 2.534    ,0.3504    ,0.2873E-01,0.2760E-02,0.1001E-03,0.1000E-03,0.1163    ,0.1569E-01,0.2604E-02,0.1108E-02,0.3059E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2831E-01,0.5402E-02,0.1698    ,0.1645    ,0.6474E-01,0.1071E-01,0.5164    , 1.026    , 1.085    ,0.1223E-03,0.1489    ,0.1218    ,0.1200    , 2.989    , 7.835    , 3.693    , 6.085    , 6.468    ,0.5320E-01, 3.893    , 175.2    , 23.75    , 46.68    , 269.7    , 967.7    , 0.000    
2013,01,08,14, 183,0.2997E-01, 1.429    , 21.15    ,0.4417E-03,0.5303E-03,0.1628E-04,0.3607E-02,0.4252E-04,0.2674E-02, 62.79    ,0.5863    ,0.1293    ,0.1894E-01, 1588.    ,0.6118E-03,0.9111    ,0.5239E-01,0.1274E-01,0.3121E-01,0.6020E-01,0.4377E-01,0.2204E-01,0.1919E-01,0.1565E-02,0.1675E-03,0.9899E-04,0.7118E-02,0.2033E-02,0.1418E-01,0.8139E-01,0.2577E-04,0.1665    ,0.3166    ,0.1884E-01,0.2908E-02,0.2096E-01,0.1544    ,0.1269    ,0.5583E-03,0.7122    ,0.7197    ,0.8916E-03, 3.833    , 1.288    ,0.5356    , 2.466    , 1.985    ,0.2549    ,0.1958E-01,0.1869E-02,0.1002E-03,0.1000E-03,0.1159    ,0.1683E-01,0.2794E-02,0.1143E-02,0.3146E-03,0.1001E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2844E-01,0.5038E-02,0.1162    ,0.1000    ,0.3659E-01,0.5876E-02,0.5291    , 1.194    , 1.436    ,0.1257E-03,0.1502    ,0.7252E-01,0.7075E-01, 1.117    , 4.806    , 5.192    , 5.839    , 2.158    ,0.1742E-02, 3.632    , 177.9    , 21.22    , 59.11    , 246.8    , 968.2    , 0.000    
2013,01,08,15, 184,0.3143E-01, 1.469    , 19.33    ,0.3765E-03,0.5674E-03,0.1575E-04,0.3192E-02,0.3990E-04,0.3018E-02, 55.57    ,0.4523    ,0.1052    ,0.1603E-01, 1603.    ,0.5529E-03,0.7501    ,0.4354E-01,0.9976E-02,0.2600E-01,0.6470E-01,0.4612E-01,0.2375E-01,0.2051E-01,0.1411E-02,0.1339E-03,0.8092E-04,0.5327E-02,0.1543E-02,0.9668E-02,0.5692E-01,0.2562E-04,0.1609    ,0.2728    ,0.1953E-01,0.3421E-02,0.2371E-01,0.1545    ,0.1556    ,0.1057E-02,0.5872    ,0.7204    ,0.1182E-02, 4.104    , 1.583    ,0.4767    , 2.179    , 1.747    ,0.2194    ,0.1641E-01,0.1555E-02,0.1002E-03,0.1000E-03,0.1151    ,0.1729E-01,0.3029E-02,0.1329E-02,0.3616E-03,0.1002E-03,0.1000E-03,0.1000E-03,0.1000E-03,0.2804E-01,0.4668E-02,0.9249E-01,0.7452E-01,0.2658E-01,0.4216E-02,0.5389    , 1.276    , 1.636    ,0.1276E-03,0.1532    ,0.6636E-01,0.6454E-01,0.7323    , 4.787    , 6.629    , 4.213    ,0.5921    ,0.3988E-03, 3.062    , 180.1    , 19.64    , 67.94    , 218.7    , 968.5    , 0.000    
